fecha,provincia,termino_busqueda,categoria,volumen_busquedas,evento_aumento
2023-12-13,Córdoba,descuento nafta galicia,Descuentos,11638,1
2023-12-14,Buenos Aires,aumento combustible fecha,Precios,9527,1
2023-12-14,Córdoba,bbva descuento ypf,Descuentos,7168,1
2023-12-14,Buenos Aires,cuanto cuesta llenar el tanque,Precios,9533,1
2023-12-14,Santa Fe,precio gasoil axion,Precios,4986,1
2023-12-14,Córdoba,puntos serviclub canje,Descuentos,6850,1
2023-12-14,Buenos Aires,cuanto sube la nafta,Precios,8832,1
2023-12-14,CABA,aplicacion ypf descuentos,Descuentos,9696,1
2023-12-14,Buenos Aires,aumento combustible fecha,Precios,7704,1
2023-12-14,Buenos Aires,descuento nafta personal pay,Descuentos,6249,1
2023-12-14,Córdoba,promociones cuenta dni nafta,Descuentos,5100,1
2023-12-14,Buenos Aires,bbva descuento ypf,Descuentos,7241,1
2023-12-14,Buenos Aires,axion energia ubicaciones,Estaciones,7007,1
2023-12-14,Buenos Aires,ypf cerca de mi,Estaciones,10658,1
2023-12-14,Mendoza,horarios colectivo urbano,Alternativas,4994,1
2023-12-14,Córdoba,cuanto sube la nafta,Precios,5822,1
2023-12-14,CABA,aumento combustible fecha,Precios,9993,1
2023-12-14,Misiones,descuentos nafta modo,Descuentos,5279,1
2023-12-14,Buenos Aires,precio nafta super ypf,Precios,8302,1
2023-12-15,Buenos Aires,estaciones de servicio mas baratas,Estaciones,11579,1
2023-12-15,Tucumán,estaciones de servicio mas baratas,Estaciones,7244,1
2023-12-15,Tucumán,aumento combustible fecha,Precios,4364,1
2023-12-15,CABA,promociones cuenta dni nafta,Descuentos,6014,1
2023-12-15,Buenos Aires,precio nafta super ypf,Precios,8549,1
2023-12-15,Santa Fe,precio litro infinia shell,Precios,4196,1
2023-12-15,Neuquén,axion energia ubicaciones,Estaciones,5224,1
2023-12-15,Buenos Aires,aumento combustible fecha,Precios,5774,1
2023-12-15,Salta,equipo gnc 5ta generacion precio,Alternativas,7727,1
2023-12-15,Tucumán,cuanto sube la nafta,Precios,5005,1
2023-12-15,Buenos Aires,descuento nafta galicia,Descuentos,6928,1
2023-12-15,Tucumán,tarjeta sube saldo,Alternativas,6633,1
2023-12-15,CABA,descuentos nafta modo,Descuentos,7773,1
2023-12-15,CABA,aplicacion ypf descuentos,Descuentos,5712,1
2023-12-15,CABA,descuentos nafta modo,Descuentos,11634,1
2023-12-15,CABA,cuanto sube la nafta,Precios,11634,1
2023-12-16,Buenos Aires,aumento combustible fecha,Precios,1897,0
2023-12-16,Buenos Aires,horarios colectivo urbano,Alternativas,3012,0
2023-12-16,Mendoza,convertir auto a gnc precio,Alternativas,1391,0
2023-12-16,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,1091,0
2023-12-16,Córdoba,estaciones de servicio mas baratas,Estaciones,1296,0
2023-12-17,Buenos Aires,ypf cerca de mi,Estaciones,2411,0
2023-12-17,Santa Fe,descuento nafta galicia,Descuentos,2668,0
2023-12-18,Neuquén,precio gasoil axion,Precios,1199,0
2023-12-18,Buenos Aires,descuento nafta personal pay,Descuentos,2124,0
2023-12-18,Mendoza,precio gasoil axion,Precios,1079,0
2023-12-18,Córdoba,shell abierta ahora,Estaciones,2246,0
2023-12-19,CABA,precio nafta super ypf,Precios,3153,0
2023-12-19,Santa Fe,promociones cuenta dni nafta,Descuentos,2385,0
2023-12-19,Buenos Aires,precio nafta hoy argentina,Precios,1440,0
2023-12-19,Salta,cuanto cuesta llenar el tanque,Precios,1961,0
2023-12-20,CABA,precio litro infinia shell,Precios,2386,0
2023-12-20,Buenos Aires,convertir auto a gnc precio,Alternativas,1454,0
2023-12-21,Tucumán,monopatín eléctrico precio,Alternativas,1948,0
2023-12-21,Buenos Aires,descuento nafta galicia,Descuentos,2780,0
2023-12-22,CABA,cuanto sube la nafta,Precios,781,0
2023-12-22,Neuquén,cuanto gasta un auto por kilometro,Alternativas,2363,0
2023-12-22,Santa Fe,cuanto cuesta llenar el tanque,Precios,2419,0
2023-12-23,Santa Fe,convertir auto a gnc precio,Alternativas,1441,0
2023-12-23,Mendoza,descuentos nafta modo,Descuentos,1579,0
2023-12-23,CABA,monopatín eléctrico precio,Alternativas,1618,0
2023-12-24,Buenos Aires,cuanto cuesta llenar el tanque,Precios,3067,0
2023-12-24,Misiones,precio nafta hoy argentina,Precios,2163,0
2023-12-24,Buenos Aires,convertir auto a gnc precio,Alternativas,2780,0
2023-12-25,CABA,ypf cerca de mi,Estaciones,1842,0
2023-12-25,Córdoba,convertir auto a gnc precio,Alternativas,2063,0
2023-12-26,Santa Fe,aplicacion ypf descuentos,Descuentos,758,0
2023-12-26,Santa Fe,convertir auto a gnc precio,Alternativas,1115,0
2023-12-27,Buenos Aires,ypf cerca de mi,Estaciones,1868,0
2023-12-27,Mendoza,precio nafta hoy argentina,Precios,1121,0
2023-12-28,Córdoba,ypf cerca de mi,Estaciones,2351,0
2023-12-28,Entre Ríos,precio nafta hoy argentina,Precios,2011,0
2023-12-28,Neuquén,shell abierta ahora,Estaciones,1538,0
2023-12-28,CABA,precio nafta hoy argentina,Precios,1921,0
2023-12-28,CABA,descuentos nafta modo,Descuentos,2365,0
2023-12-29,Buenos Aires,horarios colectivo urbano,Alternativas,794,0
2023-12-29,CABA,equipo gnc 5ta generacion precio,Alternativas,1257,0
2023-12-30,Buenos Aires,precio nafta hoy argentina,Precios,1804,0
2023-12-30,Mendoza,banco nacion descuento combustible,Descuentos,1399,0
2023-12-31,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1717,0
2023-12-31,Buenos Aires,puntos serviclub canje,Descuentos,3546,0
2023-12-31,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,3326,0
2024-01-01,CABA,aumento combustible fecha,Precios,10959,1
2024-01-01,Buenos Aires,cuanto cuesta llenar el tanque,Precios,9277,1
2024-01-01,Córdoba,descuento nafta personal pay,Descuentos,5415,1
2024-01-01,Buenos Aires,bbva descuento ypf,Descuentos,10349,1
2024-01-01,Santa Fe,aumento combustible fecha,Precios,7244,1
2024-01-01,Tucumán,tarjeta sube saldo,Alternativas,5460,1
2024-01-01,CABA,cuanto sube la nafta,Precios,6027,1
2024-01-01,Buenos Aires,descuentos nafta modo,Descuentos,6343,1
2024-01-01,Buenos Aires,banco nacion descuento combustible,Descuentos,8628,1
2024-01-02,Córdoba,aumento combustible fecha,Precios,6695,1
2024-01-02,Neuquén,estaciones de servicio mas baratas,Estaciones,3933,1
2024-01-02,Buenos Aires,precio nafta super ypf,Precios,7508,1
2024-01-02,Córdoba,descuentos nafta modo,Descuentos,4574,1
2024-01-02,CABA,cuanto cuesta llenar el tanque,Precios,5671,1
2024-01-02,CABA,precio nafta super ypf,Precios,7501,1
2024-01-02,Entre Ríos,aplicacion ypf descuentos,Descuentos,3801,1
2024-01-02,Neuquén,precio nafta super ypf,Precios,4904,1
2024-01-02,Buenos Aires,cuanto cuesta llenar el tanque,Precios,10536,1
2024-01-02,Buenos Aires,convertir auto a gnc precio,Alternativas,8710,1
2024-01-02,Buenos Aires,axion energia ubicaciones,Estaciones,9802,1
2024-01-02,CABA,precio nafta hoy argentina,Precios,6859,1
2024-01-02,Córdoba,ypf cerca de mi,Estaciones,7524,1
2024-01-03,Buenos Aires,aumento combustible fecha,Precios,10859,1
2024-01-03,Santa Fe,aplicacion ypf descuentos,Descuentos,9543,1
2024-01-03,Córdoba,banco nacion descuento combustible,Descuentos,15704,1
2024-01-03,Neuquén,aumento nafta hoy,Precios,14216,1
2024-01-03,CABA,precio nafta hoy argentina,Precios,9766,1
2024-01-03,Santa Fe,precio gasoil axion,Precios,12605,1
2024-01-03,CABA,cuanto sube la nafta,Precios,14495,1
2024-01-03,Córdoba,ypf cerca de mi,Estaciones,7556,1
2024-01-03,Buenos Aires,descuento nafta galicia,Descuentos,11767,1
2024-01-03,CABA,aumento combustible fecha,Precios,8865,1
2024-01-04,Buenos Aires,banco nacion descuento combustible,Descuentos,6312,1
2024-01-04,Buenos Aires,precio nafta hoy argentina,Precios,5014,1
2024-01-04,Mendoza,puntos serviclub canje,Descuentos,5915,1
2024-01-04,CABA,descuento nafta personal pay,Descuentos,7843,1
2024-01-04,CABA,descuento nafta personal pay,Descuentos,9947,1
2024-01-04,Tucumán,cuanto cuesta llenar el tanque,Precios,8475,1
2024-01-04,Córdoba,shell abierta ahora,Estaciones,8479,1
2024-01-04,Santa Fe,descuento nafta galicia,Descuentos,7046,1
2024-01-04,Buenos Aires,ypf cerca de mi,Estaciones,5459,1
2024-01-04,Mendoza,descuentos nafta modo,Descuentos,3742,1
2024-01-04,CABA,precio nafta hoy argentina,Precios,5481,1
2024-01-04,Santa Fe,descuento nafta galicia,Descuentos,6011,1
2024-01-04,Córdoba,promociones cuenta dni nafta,Descuentos,4214,1
2024-01-04,Buenos Aires,precio nafta hoy argentina,Precios,9703,1
2024-01-04,CABA,cuanto cuesta llenar el tanque,Precios,7622,1
2024-01-04,Santa Fe,aumento nafta hoy,Precios,5590,1
2024-01-04,CABA,precio nafta hoy argentina,Precios,10080,1
2024-01-05,Salta,aumento combustible fecha,Precios,7265,1
2024-01-05,Neuquén,precio nafta super ypf,Precios,4963,1
2024-01-05,Buenos Aires,banco nacion descuento combustible,Descuentos,6323,1
2024-01-05,Entre Ríos,precio nafta hoy argentina,Precios,7962,1
2024-01-05,Buenos Aires,ypf cerca de mi,Estaciones,11146,1
2024-01-05,Buenos Aires,precio nafta hoy argentina,Precios,6359,1
2024-01-05,Salta,precio nafta hoy argentina,Precios,7560,1
2024-01-05,Santa Fe,aplicacion ypf descuentos,Descuentos,5431,1
2024-01-05,Buenos Aires,cuanto cuesta llenar el tanque,Precios,6293,1
2024-01-05,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,5388,1
2024-01-05,Santa Fe,cuanto sube la nafta,Precios,5112,1
2024-01-05,Buenos Aires,precio litro infinia shell,Precios,8347,1
2024-01-05,CABA,bbva descuento ypf,Descuentos,6448,1
2024-01-06,Neuquén,ypf cerca de mi,Estaciones,2460,0
2024-01-06,Entre Ríos,shell abierta ahora,Estaciones,1719,0
2024-01-06,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1509,0
2024-01-07,Buenos Aires,convertir auto a gnc precio,Alternativas,1018,0
2024-01-07,Mendoza,puntos serviclub canje,Descuentos,2322,0
2024-01-07,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,2453,0
2024-01-07,Buenos Aires,ypf cerca de mi,Estaciones,1940,0
2024-01-08,Mendoza,precio nafta hoy argentina,Precios,2166,0
2024-01-08,CABA,estaciones de servicio mas baratas,Estaciones,1148,0
2024-01-08,Buenos Aires,cuanto sube la nafta,Precios,2862,0
2024-01-09,CABA,ypf cerca de mi,Estaciones,2815,0
2024-01-09,Mendoza,precio litro infinia shell,Precios,1355,0
2024-01-09,Salta,descuento nafta personal pay,Descuentos,1786,0
2024-01-09,Misiones,promociones cuenta dni nafta,Descuentos,525,0
2024-01-10,Buenos Aires,axion energia ubicaciones,Estaciones,2995,0
2024-01-10,CABA,estaciones de servicio mas baratas,Estaciones,1370,0
2024-01-10,Entre Ríos,axion energia ubicaciones,Estaciones,2127,0
2024-01-10,CABA,descuento nafta personal pay,Descuentos,849,0
2024-01-11,Salta,aumento nafta hoy,Precios,2161,0
2024-01-11,CABA,convertir auto a gnc precio,Alternativas,1447,0
2024-01-11,CABA,promociones cuenta dni nafta,Descuentos,3164,0
2024-01-11,CABA,axion energia ubicaciones,Estaciones,1186,0
2024-01-11,Buenos Aires,ypf cerca de mi,Estaciones,1896,0
2024-01-12,CABA,precio nafta super ypf,Precios,2646,0
2024-01-12,Santa Fe,estaciones de servicio mas baratas,Estaciones,2761,0
2024-01-13,Buenos Aires,cuanto sube la nafta,Precios,897,0
2024-01-13,Córdoba,aumento combustible fecha,Precios,1759,0
2024-01-13,CABA,estaciones de servicio mas baratas,Estaciones,1905,0
2024-01-14,Mendoza,aplicacion ypf descuentos,Descuentos,1335,0
2024-01-14,Neuquén,convertir auto a gnc precio,Alternativas,1517,0
2024-01-14,Buenos Aires,ypf cerca de mi,Estaciones,2535,0
2024-01-15,Misiones,estacion de servicio con gnc cerca,Estaciones,518,0
2024-01-15,Mendoza,aplicacion ypf descuentos,Descuentos,2435,0
2024-01-15,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1121,0
2024-01-16,Buenos Aires,banco nacion descuento combustible,Descuentos,1186,0
2024-01-16,Tucumán,precio litro infinia shell,Precios,892,0
2024-01-17,Córdoba,cuanto gasta un auto por kilometro,Alternativas,1935,0
2024-01-17,Buenos Aires,descuentos nafta modo,Descuentos,806,0
2024-01-17,Buenos Aires,precio litro infinia shell,Precios,2920,0
2024-01-17,CABA,tarjeta sube saldo,Alternativas,1230,0
2024-01-17,Neuquén,descuentos nafta modo,Descuentos,686,0
2024-01-18,Santa Fe,cuanto cuesta llenar el tanque,Precios,2126,0
2024-01-18,Santa Fe,promociones cuenta dni nafta,Descuentos,2516,0
2024-01-18,Santa Fe,shell abierta ahora,Estaciones,1920,0
2024-01-18,Mendoza,monopatín eléctrico precio,Alternativas,2138,0
2024-01-19,Buenos Aires,shell abierta ahora,Estaciones,1067,0
2024-01-19,Tucumán,horarios colectivo urbano,Alternativas,1322,0
2024-01-19,Santa Fe,convertir auto a gnc precio,Alternativas,1591,0
2024-01-20,Buenos Aires,precio nafta hoy argentina,Precios,2774,0
2024-01-20,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,2632,0
2024-01-20,Buenos Aires,descuento nafta personal pay,Descuentos,613,0
2024-01-20,Buenos Aires,ypf cerca de mi,Estaciones,3148,0
2024-01-21,CABA,axion energia ubicaciones,Estaciones,2662,0
2024-01-21,Buenos Aires,cuanto cuesta llenar el tanque,Precios,3442,0
2024-01-21,CABA,estaciones de servicio mas baratas,Estaciones,2925,0
2024-01-22,CABA,aumento nafta hoy,Precios,1819,0
2024-01-22,Buenos Aires,estaciones de servicio mas baratas,Estaciones,3162,0
2024-01-23,Santa Fe,cuanto gasta un auto por kilometro,Alternativas,945,0
2024-01-23,Tucumán,cuanto sube la nafta,Precios,1046,0
2024-01-23,CABA,precio nafta super ypf,Precios,2622,0
2024-01-23,Mendoza,descuento nafta personal pay,Descuentos,1218,0
2024-01-23,CABA,axion energia ubicaciones,Estaciones,1361,0
2024-01-24,Córdoba,axion energia ubicaciones,Estaciones,2216,0
2024-01-24,Buenos Aires,ypf cerca de mi,Estaciones,2060,0
2024-01-24,CABA,bbva descuento ypf,Descuentos,1768,0
2024-01-24,Córdoba,equipo gnc 5ta generacion precio,Alternativas,2802,0
2024-01-24,Santa Fe,aumento nafta hoy,Precios,2940,0
2024-01-25,Buenos Aires,convertir auto a gnc precio,Alternativas,1465,0
2024-01-25,Buenos Aires,precio litro infinia shell,Precios,1388,0
2024-01-25,Tucumán,precio nafta hoy argentina,Precios,959,0
2024-01-25,CABA,estacion de servicio con gnc cerca,Estaciones,2463,0
2024-01-25,CABA,cuanto sube la nafta,Precios,1868,0
2024-01-26,Córdoba,descuentos nafta modo,Descuentos,2284,0
2024-01-26,CABA,horarios colectivo urbano,Alternativas,3270,0
2024-01-26,Mendoza,cuanto sube la nafta,Precios,1261,0
2024-01-27,Buenos Aires,ypf cerca de mi,Estaciones,2893,0
2024-01-27,Buenos Aires,cuanto sube la nafta,Precios,3321,0
2024-01-27,Córdoba,ypf cerca de mi,Estaciones,1982,0
2024-01-28,CABA,axion energia ubicaciones,Estaciones,2023,0
2024-01-28,Mendoza,horarios colectivo urbano,Alternativas,1206,0
2024-01-28,Córdoba,tarjeta sube saldo,Alternativas,1350,0
2024-01-28,Entre Ríos,horarios colectivo urbano,Alternativas,810,0
2024-01-29,Mendoza,horarios colectivo urbano,Alternativas,1319,0
2024-01-29,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2670,0
2024-01-30,Tucumán,aumento nafta hoy,Precios,3539,1
2024-01-30,CABA,banco nacion descuento combustible,Descuentos,7397,1
2024-01-30,CABA,aumento combustible fecha,Precios,5147,1
2024-01-30,Córdoba,puntos serviclub canje,Descuentos,6573,1
2024-01-30,Entre Ríos,descuento nafta galicia,Descuentos,7217,1
2024-01-30,Buenos Aires,descuento nafta personal pay,Descuentos,12194,1
2024-01-30,Buenos Aires,estaciones de servicio mas baratas,Estaciones,9174,1
2024-01-30,CABA,axion energia ubicaciones,Estaciones,6760,1
2024-01-30,Misiones,estacion de servicio con gnc cerca,Estaciones,4091,1
2024-01-30,CABA,promociones cuenta dni nafta,Descuentos,5132,1
2024-01-30,Mendoza,banco nacion descuento combustible,Descuentos,7006,1
2024-01-30,Buenos Aires,precio gasoil axion,Precios,8530,1
2024-01-31,CABA,cuanto cuesta llenar el tanque,Precios,8876,1
2024-01-31,CABA,bbva descuento ypf,Descuentos,7965,1
2024-01-31,CABA,cuanto gasta un auto por kilometro,Alternativas,5996,1
2024-01-31,Córdoba,cuanto cuesta llenar el tanque,Precios,5850,1
2024-01-31,Mendoza,banco nacion descuento combustible,Descuentos,5203,1
2024-01-31,CABA,axion energia ubicaciones,Estaciones,8142,1
2024-01-31,Córdoba,descuento nafta personal pay,Descuentos,5330,1
2024-01-31,Buenos Aires,cuanto cuesta llenar el tanque,Precios,9065,1
2024-01-31,Misiones,aplicacion ypf descuentos,Descuentos,8423,1
2024-02-01,Buenos Aires,puntos serviclub canje,Descuentos,13211,1
2024-02-01,CABA,descuento nafta personal pay,Descuentos,9727,1
2024-02-01,CABA,puntos serviclub canje,Descuentos,9970,1
2024-02-01,Buenos Aires,axion energia ubicaciones,Estaciones,13909,1
2024-02-01,Buenos Aires,aumento combustible fecha,Precios,16048,1
2024-02-01,Buenos Aires,precio nafta hoy argentina,Precios,16240,1
2024-02-01,Buenos Aires,bbva descuento ypf,Descuentos,13203,1
2024-02-01,Buenos Aires,descuentos nafta modo,Descuentos,16505,1
2024-02-01,CABA,precio litro infinia shell,Precios,18035,1
2024-02-01,Santa Fe,bbva descuento ypf,Descuentos,8844,1
2024-02-01,Mendoza,aumento combustible fecha,Precios,9680,1
2024-02-01,Buenos Aires,bbva descuento ypf,Descuentos,11075,1
2024-02-01,Córdoba,bbva descuento ypf,Descuentos,7652,1
2024-02-01,CABA,aplicacion ypf descuentos,Descuentos,13174,1
2024-02-01,Buenos Aires,cuanto sube la nafta,Precios,20279,1
2024-02-01,Santa Fe,precio nafta super ypf,Precios,10250,1
2024-02-01,Entre Ríos,cuanto sube la nafta,Precios,9067,1
2024-02-02,CABA,cuanto cuesta llenar el tanque,Precios,9639,1
2024-02-02,Mendoza,precio litro infinia shell,Precios,7159,1
2024-02-02,Buenos Aires,descuentos nafta modo,Descuentos,10368,1
2024-02-02,Salta,precio litro infinia shell,Precios,5615,1
2024-02-02,CABA,precio nafta super ypf,Precios,4988,1
2024-02-02,CABA,precio litro infinia shell,Precios,9769,1
2024-02-02,Mendoza,cuanto sube la nafta,Precios,6696,1
2024-02-02,Neuquén,shell abierta ahora,Estaciones,6499,1
2024-02-02,Salta,aumento nafta hoy,Precios,5928,1
2024-02-02,Entre Ríos,equipo gnc 5ta generacion precio,Alternativas,7098,1
2024-02-02,Tucumán,banco nacion descuento combustible,Descuentos,7714,1
2024-02-02,Buenos Aires,precio litro infinia shell,Precios,6049,1
2024-02-02,CABA,descuento nafta galicia,Descuentos,7920,1
2024-02-02,Neuquén,precio nafta super ypf,Precios,8150,1
2024-02-02,Mendoza,descuento nafta galicia,Descuentos,7912,1
2024-02-02,Buenos Aires,tarjeta sube saldo,Alternativas,7863,1
2024-02-03,Santa Fe,shell abierta ahora,Estaciones,7019,1
2024-02-03,Tucumán,estacion de servicio con gnc cerca,Estaciones,4951,1
2024-02-03,Entre Ríos,horarios colectivo urbano,Alternativas,5929,1
2024-02-03,Buenos Aires,precio litro infinia shell,Precios,9276,1
2024-02-03,Buenos Aires,precio nafta super ypf,Precios,5048,1
2024-02-03,Entre Ríos,descuento nafta personal pay,Descuentos,8242,1
2024-02-03,Buenos Aires,bbva descuento ypf,Descuentos,8216,1
2024-02-03,Entre Ríos,precio gasoil axion,Precios,4778,1
2024-02-03,Buenos Aires,axion energia ubicaciones,Estaciones,7343,1
2024-02-03,Buenos Aires,aumento nafta hoy,Precios,10584,1
2024-02-03,Mendoza,estaciones de servicio mas baratas,Estaciones,5610,1
2024-02-04,Salta,cuanto gasta un auto por kilometro,Alternativas,514,0
2024-02-04,Santa Fe,horarios colectivo urbano,Alternativas,1202,0
2024-02-04,Neuquén,shell abierta ahora,Estaciones,830,0
2024-02-04,Córdoba,banco nacion descuento combustible,Descuentos,1796,0
2024-02-05,CABA,monopatín eléctrico precio,Alternativas,2618,0
2024-02-05,CABA,shell abierta ahora,Estaciones,813,0
2024-02-05,Buenos Aires,descuento nafta galicia,Descuentos,1751,0
2024-02-06,Buenos Aires,aumento combustible fecha,Precios,1465,0
2024-02-06,Buenos Aires,cuanto sube la nafta,Precios,2661,0
2024-02-06,Buenos Aires,shell abierta ahora,Estaciones,2630,0
2024-02-07,Mendoza,promociones cuenta dni nafta,Descuentos,730,0
2024-02-07,CABA,promociones cuenta dni nafta,Descuentos,2644,0
2024-02-07,Córdoba,horarios colectivo urbano,Alternativas,1242,0
2024-02-08,CABA,ypf cerca de mi,Estaciones,1657,0
2024-02-08,CABA,estaciones de servicio mas baratas,Estaciones,2649,0
2024-02-08,CABA,convertir auto a gnc precio,Alternativas,1416,0
2024-02-08,Santa Fe,tarjeta sube saldo,Alternativas,2357,0
2024-02-09,CABA,puntos serviclub canje,Descuentos,3035,0
2024-02-09,Buenos Aires,horarios colectivo urbano,Alternativas,2634,0
2024-02-09,Buenos Aires,puntos serviclub canje,Descuentos,3415,0
